ExternalId,BetlabEventKey,NameLng1,NameText1,NameLng2,NameText2,GroupCommentLng1,GroupCommentText1,GroupCommentLng2,GroupCommentText2
31224962,PT5:PR23:PR576:1523903400,en,Bundesliga|:Mainz 05 - SC Freiburg,ru,Бундеслига|:Майнц - Фрайбург,,,,
31227432,PT1102:PR56594:PR33776:1522285200,en,|Kofu:Aksu Ayla - Raina Ankita,ru,|Кофу:Аксу Айла - Раина Анкита,,,,
31239797,PT2792:PR128685:PR106987:1522296000,en,|DAC:VGJ.Thunder - Effect,ru,|DAC:VGJ.Thunder - Effect,,,,
31225455,PT33:PR1061:PR4486:1523808000,en,Premier League|:FC Rostov - SKA-Khabarovsk,ru,Премьер-Лига|:Ростов - СКА-Хабаровск,,,,
31229605,PT3143:PR71340:1526736600,en,Bundesliga. Futures|Football. Bundesliga 2017/18:Borussia Dortmund,ru,Бундеслига. Итоги|Футбол. Бундеслига 2017/18:Боруссия Д.,,,,
31227070,PT888:PR14553:PR36568:1522594800,en,TFF First League|:Eskisehirspor - Balikesirspor,ru,Лига 1|:Эскишехирспор - Балыкеширспор,,,,
31231445,PT4682:PR142021:PR142022:1522382400,en,Fishing. Ukrainian Fishing League|Specials. 2018. 1st stage. Which team will score more points:Bass - АМК,ru,Рыбалка. Украинская рыболовная лига|Разное. 2018. 1-й этап. Кто наберёт больше баллов:Басс - АМК,ru,| остальные пары по запросу,,
31231263,PT4399:PR297:PR63820:1522277700,en,Additional outcomes|Miami:Williams Venus - Collins Danielle Rose,ru,Дополнительные исходы|Майами:Уильямс Венус - Коллинз Даниель Роуз,,,,
31228267,PT2347:PR30054:PR6877:1522486800,en,Premier League|:Akjayik - Irtysh Pavlodar,ru,Премьер-Лига|:Акжайык - Иртыш Павлодар,,,,
31231178,PT4335:PU11154049:1540972800,en,James Bond|Entertaint:Next James Bond after Daniel Craig.,ru,Джеймс Бонд|:Следующий Джеймс Бонд после Дэниэла Крейга. ,,,,
31229266,PT2923:PR16609:1529226000,en,ACB League 2017/18. Futures|:Tenerife CB Canarias,ru,Лига ACB 2017/18. Итоги|:КБ Канариас,ru,остальные по запросу,en,Others on request
31224981,PT6:PR45:PR35:1522773000,en,Serie A|:Udinese - Fiorentina,ru,Серия А|:Удинезе - Фиорентина,,,,
31225793,PT72:PR2759:PR46:1522348200,en,Serie B|:Avellino - Parma,ru,Серия В|:Авеллино - Парма,,,,
31225450,PT33:PR1060:PR338:1524069000,en,Premier League|:Zenit St Petersburg - Dynamo Moscow,ru,Премьер-Лига|:Зенит Ст.Петербург - Динамо Москва,,,,
31227135,PT914:PU12815497:1522342800,en,MAXIMA LOTTO. 5 from 45|LOTO:Тираж №1457 ,ru,ЛОТО МАКСИМА. 5 из 45|:Тираж №1457 ,ru,официальный сайт: www.lottery.com.ua,,
31228835,PT2579:PR10016:1527791400,en,European Challenge Cup|Futures:Gloucester(ENG),ru,Европейский кубок вызова|Итоги:Глостер(ENG),,,,
31225077,PT8:PR72:PR3245:1522593900,en,Eredivisie|:Feyenoord - Excelsior Rotterdam,ru,Eredivisie|:Фейеноорд - Эксельсиор Роттердам,,,,
31239934,PT3304:PR76187:1523111400,en,Indian Premier League|. Futures:Royal Challengers Bangalore,ru,Премьер-лига|Итоги:Ройал Челленджерс Бангалор,,,,
31230462,PT3443:PU12782006:1522287000,en,Baloto. 6 from 45|:28/03/18,ru,Baloto. 6 из 45|:28/03/18 ,,,,
31225811,PT74:PR32654:PR1474:1522793700,en,Copa Libertadores|:Real Garcilaso(PER) - Nacional Montevideo(URY),ru,Кубок Либертадорес|:Реал Гарсиласо(PER) - Насьональ Монтевидео(URY),,,,
31230474,PT3451:PU12815509:1522281300,en,Keno. 20 from 80|:Drawn №15381,ru,Keno. 20 из 80|:Тираж №15381 ,,,,
31229598,PT3131:PR98063:1526234400,en,Primera Division. Futures|Football. Division 2017/18:Leganes,ru,Примера Дивизион. Итоги|Футбол. 2017/18:Леганес,,,,
31229386,PT2938:PR76762:PR101249:1522328400,en,Serie D|:Sestri Levante - Rignanese,ru,Серия D|:Сестри-Леванте - Риньянесе,,,,
31227673,PT2215:PR12321:PR30829:1522488600,en,New South Wales|National Premier Leagues:Sydney United 58 - Sydney FC (youth),ru,Новый Южный Уэльс|Национальная Премьер-лига:Сидней Юнайтед - Сидней (мол.),,,,
31225664,PT65:PR15912:PR25556:1522576800,en,Segunda Division|:Sevilla Atletico - Barcelona II,ru,Сегунда|:Севилья Атлетико - Барселона-2,,,,
31224888,PT2:PR353:PR534:1523193300,en,Premier League|:Arsenal FC - Southampton,ru,Премьер-Лига|:Арсенал Лондон - Саутгемптон,,,,
31226544,PT599:PR13911:1538373600,en,NRL|Futures:New Zealand Warriors,ru,NRL|Регби-лига. Итоги:Нью Зиланд Уорриорз,,,,
31225206,PT16:PR861:PR855:1522677600,en,Super League|:Lausanne-Sport - Lugano,ru,Суперлига|:Лозанна - Лугано,,,,
31224896,PT2:PR541:PR534:1522504800,en,Premier League|:West Ham - Southampton,ru,Премьер-Лига|:Вест Хэм - Саутгемптон,,,,
31226238,PT462:PR9453:PR9462:1522343700,en,Erste Bank Liga|:EC Red Bull Salzburg - EHC Black Wings Linz,ru,Erste Bank Liga|:Зальцбург - Линц,,,,
31227724,PT2220:PR51327:PR46838:1522315800,en,Tercera|:Los Yebenes - Atletico Pinto,ru,Терсера|:Лос-Ебенес - Атлетико Пинто,,,,
31225500,PT38:PR639:PR715:1522350000,en,Euroleague|:Saski Baskonia(ESP) - Maccabi Tel Aviv(ISR),ru,Евролига|:Баскония(ESP) - Маккаби Тель-Авив(ISR),,,,
31227071,PT888:PR1794:PR1795:1522594800,en,TFF First League|:Denizlispor - Ankaragucu,ru,Лига 1|:Денизлиспор - Анкарагюджю,,,,
31226890,PT814:PR24001:PR36775:1522772400,en,AFC Champions League|:Al Ahli Jeddah(SAU) - Tractor Sazi Tabriz(IRN),ru,Лига Чемпионов Азии|:Аль-Ахли Джидда(SAU) - Трактор Сази(IRN),,,,
31226420,PT573:PR48:PR991:1522600200,en,Primera Division. Stats|:match stat Malaga - match stat Villarreal,ru,Примера дивизион. Статистика|:стат.матч Малага - стат.матч Вильярреал,,,,
31229347,PT2938:PR85998:PR85437:1522328400,en,Serie D|:Caratese - ASDC Gozzano,ru,Серия D|:Каратезе - Годзано,,,,
31224957,PT5:PR575:PR28704:1523808000,en,Bundesliga|:Werder Bremen - RB Leipzig,ru,Бундеслига|:Вердер - РБ Лейпциг,,,,
31227509,PT1123:PR133636:PR133625:1522278000,en,NBA. Stats. 3-PA|:Philadelphia 3 point field goals - New York 3 point field goals,ru,NBA. Статистика. 3-х очковые|:Филадельфия 3-х очк. попадания - Нью-Йорк 3-х очк. попадания,,,,
31229831,PT3154:PR71600:1526821200,en,Serie A. Futures|Football:Cagliari,ru,Серия А. Итоги|Футбол. А 2017/18:Кальяри,ru,сезон 2017/18,,
31225961,PT375:PR43997:PR18279:1522674000,en,Superettan|:IK Frej - Norrby IF,ru,Superettan|:ИК Фрей - Норрбю,,,,
31225658,PT65:PR5104:PR999:1522598400,en,Segunda Division|:Almeria - Sporting Gijon,ru,Сегунда|:Альмерия - Спортинг Хихон,,,,
31227491,PT1119:PR66326:PR74761:1522501200,en,Super Liga|:Borac Cacak - FK Macva Sabac,ru,Суперлига|:Борац Чачак - Мачва,,,,
31230741,PT3928:PR71019:1594580400,en,Euro 2020. Futures|Football. National teams. UEFA 2020. Winner:Wales,ru,Чемпионат Европы 2020. Итоги|Футбол. Сборные. Победитель:Уэльс,,,,
31229595,PT3131:PR79387:1526234400,en,Primera Division. Futures|Football. Division 2017/18:Betis,ru,Примера Дивизион. Итоги|Футбол. 2017/18:Бетис,,,,
31229733,PT3148:PU12205556:1530208800,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group G:4th place,ru,Чемпионат мира 2018. Победитель|Футбол. Группа G:4 место ,,,,
31229117,PT2792:PR77454:1522296000,en,|DAC. Results:Team Secret,ru,|DAC. Итоги:Team Secret,,,,
31226355,PT510:PR22486:1523034000,en,Champions League|Outrights:FC Midtjylland(DNK),ru,Лига Чемпионов|Итоги:Мидтъюлланн(DNK),,,,
31227121,PT905:PR137544:1526806800,en,|Thomas Cup  2018. Futures:Chinese Taipei,ru,|Thomas Cup  2018. Итоги турнира:Китайский Тайбэй,,,,
31225890,PT186:PR1064:PR307:1522848600,en,Cup|:Krylia Sovetov - Spartak Moscow,ru,Кубок|:Крылья Советов - Спартак Москва,,,,
31230452,PT3430:PU12794820:1522654200,en,Monday Lotto. 6 from 45|:02/04/18,ru,Monday Lotto. 6 из 45|:02/04/18 ,,,,
31226136,PT413:PR38:PR561:1522867500,en,Teams duel by individual totals|total:Roma(ITA) - Man City(ENG),ru,Сравнение команд по индивидуальному тоталу|:Рома(ITA) - Манчестер Сити(ENG),,,,
31229091,PT2782:PR70562:PR46431:1522431000,en,Regionalliga|:SCR Altach (am.) - SC Schwaz,ru,Региональная лига|:Альтах (люб.) - Швац,,,,
31226172,PT425:PR8115:1524301200,en,Snooker|World Championship 2018. Futures:Marco Fu,ru,Снукер|World Championship 2018. Итоги турнира:Марко Фу,,,,
31229343,PT2938:PR70002:PR90139:1522328400,en,Serie D|:Derthona - Borgaro,ru,Серия D|:Дертона - Боргаро,,,,
31227004,PT857:PR34278:PR10301:1522555200,en,J2 League|:Matsumoto Yamagata - Omiya Ardija,ru,J2-Лига|:Матсумото Ямагата - Омия Ардия,,,,
31229667,PT3148:PR71433:1531677600,en,FIFA World Cup 2018. Winner|Football. Outrights:Peru,ru,Чемпионат мира 2018. Победитель|Футбол. Итоги:Перу,,,,
31244060,PT2384:PR7730:PR104707:1522504800,en,Southern Premier League|:Farnborough - Kings Langley,ru,Южная Премьер-лига|:Фарнборо - Кингс Лэнгли,,,,
31228917,PT2613:PU12060889:1535792400,en,Special offers|Specials:Borussia Dortmund manager 1 september 2018,ru,Специальные предложения|:Тренер Боруссии Дортмунд 1 сентября 2018 г. ,,,,
31228458,PT2376:PR40470:PR39501:1522433100,en,Primera B. Metropolitana|:CA Platense - Tristan Suarez,ru,Примера B. Метрополитана|:Платенсе - Тристан Суарес,,,,
31226290,PT482:PR10356:PR2034:1522602000,en,Primera Division|:UNAM - Necaxa,ru,Примера Дивизион|:Пумас УНАМ - Некакса,,,,
31228945,PT2632:PR17955:1535827500,en,Super League|XXIII. Futures:Leeds Rhinos,ru,Суперлига|Регби-лига. XXIII. Итоги:Лидс Райнос,,,,
31229644,PT3148:PU12761159:1531677600,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Top Goalscorer:Spainl national team top goalscorer,ru,Чемпионат мира 2018. Победитель|Футбол. Лучший бомбардир:Лучший бомбардир сборной Испании ,,,,
31241241,PT1102:PR47351:PR34028:1522308600,en,|Antalya:Herdzelas Dea - Flink Varvara,ru,|Анталья:Херджелаш Деа - Флинк Варвара,,,,
31225231,PT18:PR16638:PR152:1522584000,en,Superliga|:Hobro - AGF Aarhus,ru,Суперлига|:Хобро - Орхус,,,,
31230457,PT3436:PU12815909:1522329300,en,Mark 6. 6 from 49|:29/03/18 (except bonus number),ru,Mark 6. 6 из 49|:29/03/18 (бонусный номер не учитывается) ,,,,
31227221,PT974:PR6026:PR5858:1529690400,en,World Cup|:Serbia - Switzerland,ru,Чемпионат Мира|2018:Сербия - Швейцария,,,,
31227451,PT1110:PR19880:PR19878:1522348200,en,BBL|:Leicester Riders - Newcastle Eagles,ru,BBL|:Лестер Райдерс - Ньюкасл Иглз,,,,
31227168,PT945:PR1493:PR1459:1522517400,en,NB I|:Ujpest - Ferencvaros,ru,Лига NB I|:Уйпешт - Ференцварош,,,,
31229752,PT3148:PU12146534:1530194400,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group H:Will score less goals in the group,ru,Чемпионат мира 2018. Победитель|Футбол. Группа H:Забьёт меньше всех голов в группе ,,,,
31227662,PT2186:PR21324:PR93878:1522496100,en,Super League|:Beijing Guoan - Beijing Renhe,ru,Супер-Лига|:Пекин Гоань - Пекин Жэньнхэ,,,,
31231167,PT4324:PU10359600:1568570400,en,Game of Thrones|Entertaint:Who will rule the Seven Kingdoms at the end of the Final TV Episode of GoT,ru,Игра престолов|:Кто будет правителем Семи Королевств по окончании сериала "Игры Престолов" ,,,,
31227660,PT2186:PR20121:PR33441:1522481400,en,Super League|:Changchun Yatai - Guangzhou R&F,ru,Супер-Лига|:Чанчунь Ятай - Гуанчжоу РФ,,,,
31228500,PT2382:PR9658:PR22815:1522504800,en,Northern Premier League|:Halesowen Town - Stourbridge,ru,Северная Премьер-Лига|:Хэйлсоуэн - Стоурбридж,,,,
31225941,PT375:PR6458:PR4748:1522587600,en,Superettan|:Osters IF - Degerfors IF,ru,Superettan|:Эстер - Дегерфорс,,,,
31231201,PT4337:PU10435935:1546336800,en,YouTube|Entertaint:First You Tube channel to get 5 mln subscribers: "Versusbattleru" or "Klikklak",ru,YouTube|:Какой из Youtube каналов первым наберет 5 миллионов подписчиков: "Versusbattleru" или "Кликклак" ,,,,
31229939,PT3161:PR71735:1527775200,en,League 2. Futures|Football. 2 2017/18:Mansfield Town,ru,Лига 2. Итоги|Футбол. 2 2017/18:Мэнсфилд,,,,
31226254,PT469:PR9694:1522504800,en,Superleague|Winner:Dynamo Moscow,ru,Суперлига|Итоги:Динамо Москва,,,,
31229660,PT3148:PR71008:1531677600,en,FIFA World Cup 2018. Winner|Football. Outrights:Switzerland,ru,Чемпионат мира 2018. Победитель|Футбол. Итоги:Швейцария,,,,
31227423,PT1102:PR50254:PR19381:1522278000,en,|Canberra:Hanatani Nagi - Lu Jia-Jing,ru,|Канберра:Ханатани Наги - Лу Цзя-Цзин,,,,
31226811,PT751:PR16251:PR23626:1522530000,en,Primera Division|:CD O`Higgins - San Luis de Quillota,ru,Примера Дивизион|:О`Хиггинс - Сан-Луис Кильота,,,,
31231401,PT4613:PR9390:PR5988:1536422400,en,UEFA Nations League|:Belarus - San Marino,ru,Лига наций УЕФА|:Беларусь - Сан-Марино,,,,
31226020,PT390:PR38126:PR44794:1522339200,en,|San Luis Potosi. Clay:Sakamoto Pedro - Krstin Pedja,ru,|Сан-Луис-Потоси. Грунт:Сакамото Педро - Крстин Педя,,,,
31225562,PT55:PR19421:PR16147:1526176800,en,|Boxing:Vasyl Lomachenko - Jorge Linares,ru,|Бокс:Василий Ломаченко - Хорхе Линарес,,,,
31227527,PT1125:PR136138:PR136272:1522281600,en,NBA. Stats. AST|:Memphis assists - Portland assists,ru,NBA. Статистика. Передачи|:Мемфис передачи - Портленд передачи,,,,
31225662,PT65:PR1003:PR993:1522591200,en,Segunda Division|:Osasuna - Tenerife,ru,Сегунда|:Осасуна - Тенерифе,,,,
31229133,PT2792:PR125138:1522295940,en,|DAC. Region of Winner:Southeast Asia,ru,|DAC. Регион. Победитель:Southeast Asia,,,,
31229776,PT3148:PU12169641:1530021600,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group C:Will score less goals in the group,ru,Чемпионат мира 2018. Победитель|Футбол. Группа C:Забьёт меньше всех голов в группе ,,,,
31231194,PT4337:PU12732200:1535749200,en,YouTube|Entertaint:You Tube channel "versusbattleru" will get 5mln subscribers by 00:00 01.09.2018 ,ru,YouTube|:YouTube канал "versusbattleru" наберет 5 миллионов подписчиков до 00:00 01.09.2018 ,,,,
31225195,PT15:PR33557:PR6922:1522504800,en,Bundesliga|:FC Trenkwalder Admira - LASK Linz,ru,Бундеслига|:Тренквальдер Адмира - ЛАСК,,,,
31229668,PT3148:PR71436:1531677600,en,FIFA World Cup 2018. Winner|Football. Outrights:Korea Republic,ru,Чемпионат мира 2018. Победитель|Футбол. Итоги:Республика Корея,,,,
31226892,PT814:PR31994:PR20925:1522768200,en,AFC Champions League|:Al Wahda Abu Dhabi(ARE) - Lokomotiv Tashkent(UZB),ru,Лига Чемпионов Азии|:Аль-Вахда Абу-Даби(ARE) - Локомотив Ташкент(UZB),,,,
31227956,PT2295:PR44397:PR34787:1522497600,en,Regionalliga|Sudwest:SSV Ulm 1846 - Mainz II,ru,Региональная лига|Юго-запад:Ульм 1846 - Майнц-2,,,,
31225393,PT24:PR636:PR640:1522578600,en,ACB League|:FC Barcelona - Estudiantes Madrid,ru,Лига ACB|:Барселона - Эстудиантес,,,,
31230940,PT4118:PR112751:1525676400,en,A-League. Futures|Football. A-League 2017/18:Melbourne City,ru,А-Лига. Итоги|Футбол. А-Лига 2017/18:Мельбурн Сити,,,,
31228265,PT2347:PR16087:PR31336:1522490400,en,Premier League|:Astana - FK Kaisar,ru,Премьер-Лига|:Астана - Кайсар,,,,
31241242,PT2335:PR39717:PR70925:1522308600,en,|Antalya:Ilkel Cem - Korovin Mikhail,ru,|Анталья:Илкель Джем - Коровин Михаил,,,,
31226076,PT401:PR2834:PR547:1522418400,en,League 1|:Northampton - Charlton,ru,Лига 1|:Нортгемптон - Чарльтон,,,,
31227053,PT887:PR34869:PR30513:1522497600,en,Liga 3|:Fortuna Cologne - SV Meppen,ru,Лига 3|:Фортуна Кельн - Меппен,,,,
31231399,PT4613:PR5961:PR5871:1536259500,en,UEFA Nations League|:Norway - Cyprus,ru,Лига наций УЕФА|:Норвегия - Кипр,,,,
31244057,PT2384:PR11942:PR11943:1522504800,en,Southern Premier League|:Kettering Town - Weymouth,ru,Южная Премьер-лига|:Кеттеринг Таун - Уэймут,,,,
31227750,PT2220:PR89570:PR129247:1522321200,en,Tercera|:Villa Santa Brigida - Haria,ru,Терсера|:Санта-Брихида - Хария,,,,
31230465,PT3445:PU12816470:1522279680,en,Florida. CA$H 3. 3 from 10|:28/03/18 Evening,ru,Флорида. 3 из 10|CA$H:28/03/18 Вечер ,,,,
31229535,PT3096:PR51527:PR45538:1522418400,en,National League. South|:Poole Town - Whitehawk,ru,Южная Конференция|:Пул Таун - Уайтхок,,,,
31227020,PT864:PR4175:PR3679:1522360800,en,Primera A|:Once Caldas - Millonarios,ru,Примера А|:Онсе Кальдас - Мильонариос,,,,
31230982,PT4135:PR43151:PR13172:1522515600,en,MLS. Stats|:match stat Orlando City - match stat New York Red Bull,ru,MLS. Статистика|:стат.матч Орландо Сити - стат.матч Нью-Йорк Ред Булл,,,,
31229894,PT3159:PR71664:1527775200,en,Championship. Futures|Football. Championship 2017/18:Cardiff City,ru,Чемпионшип. Итоги|Футбол. Чемпионшип 2017/18:Кардифф Сити,,,,
31229671,PT3148:PU11590514:1529935200,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group A:Group A Specials,ru,Чемпионат мира 2018. Победитель|Футбол. Группа A:Итоги группы А ,,,,
31242597,PT485:PR49823:PR50057:1522283400,en,NCAA|:North Texas - San Francisco,ru,NCAA|:Северный Техас - Сан-Франциско,,,,
31230835,PT4042:PR127210:PR89990:1523138400,en,UFC|:Zabit Magomedsharipov - Kyle Bochniak,ru,UFC|:Забит Магомедшарипов - Кайл Бочняк,,,,
31225608,PT60:PR983:PR980:1523728800,en,Ligue 1|:Rennes - Metz,ru,Лига 1|:Ренн - Мец,,,,
31230649,PT3640:PR113106:PR87534:1522499400,en,Lega-Pro. Group C|:ASD Sicula Leonzio - FC Fondi,ru,Лига-Про. Группа С|:Леонцио - Фонди,,,,
31230755,PT3928:PR87034:1594580400,en,Euro 2020. Futures|Football. National teams. UEFA 2020. Winner:Hungary,ru,Чемпионат Европы 2020. Итоги|Футбол. Сборные. Победитель:Венгрия,,,,
31232686,PT52:PR463:PR460:1522375800,en,MLB|:Arizona Diamondbacks - Colorado Rockies,ru,MLB|:Аризона Даймондбэкс - Колорадо Рокиз,,,,
31228200,PT2341:PR51526:PR70891:1522504800,en,Ryman League|Premier Division:Enfield Town - Brightlingsea Regent,ru,Райман Лига|Премьер-дивизион:Энфилд Таун - Брайтлинси Риджент,,,,
31230029,PT3182:PR71842:1527703200,en,Super League. Futures|Football. League 2017/18:Galatasaray SK,ru,Супер-Лига. Итоги|Футбол. Суперлига 2017/18:Галатасарай,,,,
31241220,PT519:PR171:PR1904:1522364400,en,NHL. Statistics|Match Stats. SOG:SOG Boston Bruins - SOG Tampa Bay Lightning,ru,NHL. Статистика|матча. Броски в створ ворот:бр.в створ Бостон Брюинз - бр.в створ Тампа-Бэй Лайтнинг,,,,
31227069,PT888:PR36813:PR16895:1522681200,en,TFF First League|:Gaziantep Buyuksehir Belediyespor - Adana Demirspor,ru,Лига 1|:Газиантеп БШБ - Адана Демирспор,,,,
31226819,PT773:PR38876:PR58150:1522263600,en,Primera Division|:Boston River - Torque,ru,Примера Дивизион|:Бостон Ривер - Торке,,,,
31229270,PT2925:PR2949:1527066000,en,VTB United League. Futures|:BC Khimky,ru,Единая лига ВТБ. Итоги|:Химки,,,,
31228944,PT2632:PR17954:1535827500,en,Super League|XXIII. Futures:Hull F.C.,ru,Суперлига|Регби-лига. XXIII. Итоги:Халл ФК,,,,
31238464,PT2874:PR65340:PR65210:1522278000,en,QMJHL|Hockey:Sherbrooke Phoenix - Rouyn-Noranda Huslies,ru,QMJHL|:Шербрук Феникс - Руэн-Норанда Хаскис,,,,
31227680,PT2216:PR28994:PR42037:1522470600,en,South Australia|National Premier League:Para Hills Knights - West Torrens Birkalla,ru,Южная Австралия|Национальная Премьер-лига:Пара Хиллс Найтс - Вест Торренс Биркалла,,,,
31227045,PT887:PR25500:PR2780:1522584000,en,Liga 3|:Hallescher FC - Rot-Weiss Erfurt,ru,Лига 3|:Галлешер - Рот-Вайсс Эрфурт,,,,
31229602,PT3142:PR70983:1526842800,en,Copa del Rey. Futures|Football. Rey 2017/18:Sevilla,ru,Кубок Короля. Итоги|Футбол. Короля 2017/18:Севилья,,,,
31229554,PT3098:PR11844:1529053200,en,BSL 2017/2018. Futures|:Banvit BK,ru,BSL 2017/2018. Итоги|:Банвит,,,,
31229738,PT3148:PU12205639:1530208800,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group G:Tunisia,ru,Чемпионат мира 2018. Победитель|Футбол. Группа G:Тунис ,,,,
31225718,PT69:PR956:PR2301:1522684800,en,Elitserien|:Bodo-Glimt - Haugesund,ru,Элитсерия|:Будё-Глимт - Хёугесунн,,,,
31230643,PT3640:PR34413:PR46231:1522506600,en,Lega-Pro. Group C|:Paganese - Casertana,ru,Лига-Про. Группа С|:Паганезе - Казертана,,,,
31225439,PT33:PR1061:PR308:1522598400,en,Premier League|:FC Rostov - CSKA Moscow,ru,Премьер-Лига|:Ростов - ЦСКА Москва,,,,
31226632,PT635:PR14617:PR62442:1522566000,en,A-League|:Newcastle Jets - Melbourne City,ru,А-Лига|:Ньюкасл Джетс - Мельбурн Сити,,,,
31226723,PT698:PU9467857:1525194000,en,NHL. Stanley Cup|Futures:2017-18 Stanley Cup Winner,ru,NHL. Кубок Стэнли. Итоги|:Обладатель Кубка Стэнли 2017-18 ,,,,
31229769,PT3148:PU12169628:1530021600,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group C:4th place,ru,Чемпионат мира 2018. Победитель|Футбол. Группа C:4 место ,,,,
31229997,PT3174:PR71332:1527273900,en,Cup. Futures|Football. Cup 2017/18:Eintracht Frankfurt,ru,Кубок. Итоги|Футбол. Кубок 2017/18:Айнтрахт Франкфурт,,,,
31226226,PT435:PR595:1529445600,en,NBA. Futures|:Portland Trail Blazers,ru,NBA. Итоги|:Портленд Трэйл Блэйзерс,,,,
31227532,PT1140:PR82834:PR81658:1522324800,en,Second Division|:Hillerod Fodbold - IF Lyseng,ru,Второй дивизион|:Хиллерёд - Люсенг,,,,
31227456,PT1113:PR3261:PR45267:1522522800,en,LFPB|Bolivia:Jorge Wilstermann - CD Guabira,ru,LFPB|:Хорхе Вильстерман - Гуабира,,,,
31229788,PT3148:PU12158465:1530122400,en,FIFA World Cup 2018. Winner|Football. FIFA World Cup 2018. Group E:Will score more goals in the group,ru,Чемпионат мира 2018. Победитель|Футбол. Группа E:Забьёт меньше всего голов в группе ,,,,
31225723,PT69:PR2300:PR6621:1522684800,en,Elitserien|:IK Start - Sandefjord,ru,Элитсерия|:Старт - Саннефьорд,,,,
31229395,PT2938:PR108236:PR74400:1522328400,en,Serie D|:ASD Monticelli - San Nicolo Teramo,ru,Серия D|:Монтичелли - Сан-Николо Терамо,,,,
31229829,PT3154:PR71599:1526821200,en,Serie A. Futures|Football:Chievo,ru,Серия А. Итоги|Футбол. А 2017/18:Кьево,ru,сезон 2017/18,,
31227670,PT2208:PR44826:PR75910:1522281600,en,USL Pro|:Oklahoma City - Orange County Blues,ru,USL Pro|:Оклахома Сити - Оранж Каунти Блюз,,,,
31228121,PT2335:PR53608:PR84924:1522287000,en,|Mornington:Polmans Marc - Vuradin Lucas,ru,|Морнингтон:Полманс Марк - Вурадин Лукас,,,,
31229994,PT3174:PR71324:1527273900,en,Cup. Futures|Football. Cup 2017/18:Bayern Munich,ru,Кубок. Итоги|Футбол. Кубок 2017/18:Бавария,,,,
31230623,PT3637:PR64891:PR2763:1522341000,en,Lega-Pro. Group A|:A.s. Giana Erminio - Pisa,ru,Лига-Про. Группа А|:Джана Эрминио - Пиза,,,,
31238404,PT2335:PR72916:PR63985:1522281600,en,|Mornington:Ellis Blake - Kaldawi Stephen,ru,|Морнингтон:Эллис Блэйк - Калдави Стивен,,,,
31225173,PT13:PR118:PR16223:1522501200,en,First League|:Jablonec - Bohemians 1905,ru,Первая лига|:Яблонец - Богемианс 1905,,,,
31229807,PT3153:PR71586:1526220000,en,Premier League. Futures|Football. League 2017/18:Leicester City,ru,Премьер-Лига. Итоги|Футбол. Премьер-лига 2017/18:Лестер,,,,
31227886,PT2272:PR23167:PR34000:1522472400,en,K-League Classic|:Pohang Steelers - Ulsan Hyundai Horang-I,ru,К-лига|:Пхохан Стилерз - Ульсан,,,,
31229046,PT2771:PR79846:PR136152:1522569600,en,|LPL:Snake - FunPlus Phoenix,ru,|Лига Легенд. LPL:Snake - FunPlus Phoenix,,,,
31229814,PT3153:PR71671:1526220000,en,Premier League. Futures|Football. League 2017/18:Brighton & Hove,ru,Премьер-Лига. Итоги|Футбол. Премьер-лига 2017/18:Брайтон,,,,
31226080,PT401:PR548:PR538:1522349100,en,League 1|:Blackburn - Bradford,ru,Лига 1|:Блэкберн - Брэдфорд,,,,
31230723,PT3903:PR20876-PR13973:PR1508-PR1690:1522270800,en,Doubles|Miami:Klaasen Raven/Venus Michael - Bryan Bob/Bryan Mike,ru,Пары|Майами:Класен Равен/Венус Майкл - Брайан Боб/Брайан Майк,,,,
31226315,PT492:PR5533:1526151600,en,Eurovision|Entertaint. 2018. Lisbon. Final:Slovenia,ru,Евровидение|2018. Лиссабон. Финал:Словения,,,,
31225863,PT157:PR1936:PR1934:1522347300,en,NLA|:ZSC Lions - SC Bern,ru,NLA|:Цюрих - Берн,,,,
31229868,PT3156:PR71367:1526745600,en,Premier League. Futures|Football. League 2017/2018:Dynamo Kyiv,ru,Премьер-лига. Итоги|Футбол. Премьер-лига 2017/2018:Динамо Киев,,,,
31230877,PT4044:PR109870:PR108682:1522436400,en,Fight Nights Global|:Abusupiyan Alikhanov - Roman Kopylov,ru,Fight Nights Global|:Абусупиян Алиханов - Роман Копылов,,,,
31225434,PT33:PR5233:PR375:1522598400,en,Premier League|:FC Krasnodar - Anzhi,ru,Премьер-Лига|:Краснодар - Анжи,,,,
31227468,PT1114:PR36485:PR25208:1522339200,en,1. HNL|:NK Rudes - Istra 1961,ru,Лига 1|:Рудеш - Истра 1961,,,,
31230732,PT3928:PR70991:1594580400,en,Euro 2020. Futures|Football. National teams. UEFA 2020. Winner:Germany,ru,Чемпионат Европы 2020. Итоги|Футбол. Сборные. Победитель:Германия,,,,
